title,description,genre
heima,"Dokumentacja trasy koncertowej zespołu Sigur Rós, który latem 2006 roku dał serię darmowych i niezapowiedzianych występów w swojej ojczystej Islandii.",documentary
wonder wheel,"Historia czterech postaci, których losy splatają się w słynnym parku rozrywki na Coney Island w latach 50. ubiegłego wieku.",drama
all these sleepless nights,"Dwóch przyjaciół rzuca się w wir imprez, szukając swojego miejsca na świecie. ",drama
obietnica,"Oskarżony o zdradę nastolatek musi zdecydować, czy dotrzymać obietnicy złożonej swojej dziewczynie.",drama
drag me to hell,"Christine odmawia pomocy starej Cygance, która rzuca na dziewczynę klątwę.",horror
le gendarme de saint-tropez,Nerwowy i surowy sierżant zostaje przydzielony do posterunku policji w Saint-Tropez. Postanawia pozbyć się nudystów z okolicznych plaż. ,comedy
i give it a year,Nat i Josh wzięli niedawno ślub. W ich małżeństwie właśnie pojawił się pierwszy kryzys. ,comedy
hotel transylvania 3: summer vacation,Paka Draka wybiera się na wakacje ekskluzywnym statkiem. ,animation
the nutcracker and the four realms,Młoda dziewczyna zostaje przeniesiona do magicznego świata żołnierzy z piernika i armii myszy. ,family
the adventures of tintin,"Reporter Tintin, kapitan Baryłka oraz pies Miluś&nbsp;wyruszają na poszukiwania zatopionego okrętu ze skarbem. Ich plany usiłuje pokrzyżować niegodziwy Sacharyna.",animation
baczynski,"Opowieść o legendarnym poecie oraz bezsensie wojny i sztuce, która jest ponadczasowa, a także nieśmiertelna.",biography
shine,David posiada talent muzyczny. Jego wielkie możliwości zostają zahamowane przez despotycznego ojca. ,biography
beyond borders,"Pod wpływem poruszającego wystąpienia ""lekarza bez granic"", Nicka Callahana, Sara wyjeżdża do Etiopii, by pomóc głodującym Afrykańczykom.",drama
starship troopers,"Grupa szkolnych przyjaciół wstępuje do armii, co gwarantuje im obywatelstwo i różne przywileje. Wkrótce stawiają czoła najeźdźcom z kosmosu, olbrzymim pajęczakom. ",action
mysterious skin,Dwóch nastoletnich chłopców usiłuje uporać się z przeżytą w dzieciństwie traumą.,drama
swordfish,"Genialny haker dostaje propozycję nie do odrzucenia. Uświadamia sobie, że stał się pionkiem w niebezpiecznej grze.",thriller
zelig,"Leonard Zelig niczym kameleon dostosowuje swój wygląd i osobowość do okoliczności, w których się znajduje. ",comedy
around the world in 80 days,Ekscentryczny angielski gentleman podejmuje zakład okrążenia świata w 80 dni. ,comedy
eden lake,"Sielankowy wypad poza miasto zamienia się w koszmar, kiedy młodej parze przychodzi walczyć o przetrwanie z bandą nastolatków.",thriller
a history of violence,"Tom Stall ma kochającą żonę i dzieci. Wraz z pojawieniem się dwóch gangsterów, w jego życiu następuje nagły zwrot. ",drama
the whistleblower,"Młoda policjantka dołącza do misji w Bośni. Kiedy dowiaduje się o handlu kobietami, postanawia nagłośnić sprawę. ",drama
the purge: election year,"Minęły dwa lata, od kiedy Barnes darował życie zabójcy swojego syna. Jako szef ochrony dba o bezpieczeństwo senator Charlene Roan, która ubiega się o prezydenturę.",thriller
30 days of night,"Do miasteczka Barrow na Alasce przez miesiąc nie dociera słońce, co jest idealną okazją dla pojawiających się w okolicy wampirów. ",horror
rumor has it...,"Młoda kobieta przyjeżdża do rodzinnego miasta na ślub siostry, gdzie odkrywa, że historia jej rodziny posłużyła za kanwę fabuły ""Absolwenta"".",drama
almost famous,"Aspirujący dziennikarz muzyczny wyrusza w trasę koncertową z popularnym zespołem rockowym, aby napisać o nim artykuł.",biography
the family man,Samotny biznesmen budzi się pewnego dnia jako ojciec i mąż. Bezskutecznie stara się wrócić do swojego wcześniejszego życia. ,fantasy
a thousand words,"Żyjący w świecie kłamstwa i cwaniactwa Jack McCall odkrywa, że umrze, gdy wypowie jeszcze tysiąc słów. ",drama
plemya,Głuchoniemy nastolatek stara się dopasować do systemu istniejącego w nowej szkole z internatem.,drama
secret in their eyes,"Gdy ofiarą mordercy pada córka policjantki Jess, zostaje ona odsunięta od sprawy. Postanawia na własną rękę znaleźć sprawcę. ",crime
grave encounters,Ekipa telewizyjna zostaje uwięziona w nawiedzonym szpitalu psychiatrycznym.,horror
the raven,"Edgar Allan Poe pomaga policji z Baltimore w wytropieniu mordercy, który dokonuje swoich zbrodni inspirując się twórczością pisarza.",thriller
north by northwest,"Pracownik agencji reklamowej, wzięty omyłkowo za agenta służb specjalnych USA, trafia w sam środek afery. ",thriller
the ultimate gift,"Jason spodziewa się, że odziedziczy ogromny majątek zmarłego dziadka. Tymczasem starszy pan pozostawia wnukowi coś zupełnie innego.",drama
the sound of music,"Ucząca się na zakonnicę Maria zostaje wysłana do domu barona von Trappa, by opiekować się jego siedmiorgiem dzieci. Między dziewczyną a jej pracodawcą rodzi się uczucie.&nbsp;",family
solaris," Świat w niedalekiej przyszłości. Dr Chris Kelvin (George Clooney), psycholog, ma zbadać przyczyny zagadkowych zachowań niewielkiej grupy naukowców na pokładzie stacji... ",drama
what lies beneath,Po wyjeździe córki na studia Norman i Claire wyprowadzają się z miasta. Wkrótce w nowym domu zaczyna straszyć. ,thriller
the choice,"Travis i Gabby, dwoje&nbsp;sąsiadów z małego,&nbsp;nadmorskiego miasteczka w Karolinie Północnej, staje się czymś więcej, niż tylko przyjaciółmi. ",drama
from russia with love,"Agent 007 musi powstrzymać organizację WIDMO, która chce przejąć kontrolę nad Lektorem - radziecką maszyną dekodującą wszelkie szyfry.",thriller
a few best men,Niewinnie zapowiadające się uroczystości weselne zwiastują katastrofę za sprawą szalonej rodziny i trzech drużbów.,comedy
inside im dancing,"Ciężko chory&nbsp;Rory, który pomimo paraliżu jest pełen życia, trafia do ośrodka dla niepełnosprawnych. Spotyka tam zamkniętego w sobie&nbsp;Michaela&nbsp;i zostaje jego przyjacielem.",drama
snow white and the seven dwarfs,Zazdrosna zła królowa zleca myśliwemu zabicie swojej pasierbicy. Dziewczyna ucieka oprawcy i znajduje schronienie w chatce siedmiu krasnoludków.,animation
juliusz,"Mimo drugiego zawału, ojciec Juliusza odmawia zmiany trybu życia. Wybawieniem zdaje się być Dorota, lekarz weterynarii.",comedy
dragonheart,"Ocalony przez smoka książę staje się złym i bezwzględnym królem, którego dotychczasowy przyjaciel, rycerz Bowen, próbuje obalić.",fantasy
jumanji: the next level,"Spencer ponownie trafia do świata Jumanji. Z pomocą przychodzą mu przyjaciele, bez których wydostanie się z gry jest niemożliwe.",fantasy
the predator,"Wzbogaceni o DNA innych gatunków międzygalaktyczni łowcy przybywają na Ziemię, aby rozpocząć polowanie.",action
home again,"Rozwiedziona Alice wpuszcza pod swój dach trzech mężczyzn, którzy do Los Angeles przyjechali w pogoni za marzeniami. Pojawienie się byłego męża dodatkowo skomplikuje jej życie. ",comedy
legend of the guardians: the owls of gahoole,"Soren to młoda sowa zachwycona opowieściami ojca o Strażnikach Ga'Hoole. Gdy wraz ze starszym bratem wypada z gniazda, ich jedyną nadzieją jest odnalezienie legendarnych wojowników.",animation
by the sea,Roland i Vanessa próbują zakończyć kryzys małżeński.,drama
look whos talking too,"James i Mollie oczekują narodzin córeczki. Nie podoba się to ich synowi, Mikeyowi, który pragnie pozostać w centrum uwagi. ",family
hall pass,"Fred z Rickiem przekonują partnerki, że jedynym sposobem, by poprawić nastroje w związkach, jest tydzień odpoczynku od małżeństwa i rodzinnego życia. Obaj mają siedem dni na szaleństwo, pozbawione jakichkolwiek konsekwencji.",comedy
charlies angels: full throttle,"Aniołki Charliego otrzymują zadanie powstrzymania złoczyńcy, który chce wejść w posiadanie danych osób objętych programem ochrony świadków.",comedy
london boulevard,Po odbyciu wyroku Mitchell chce zapomnieć o przestępczej przeszłości. Dawni znajomi mają jednak co do tego inne plany.&nbsp;,crime
bright star,"John Keats, wybitny angielski poeta bez grosza przy duszy, obdarza odwzajemnioną miłością Fanny Brawne, osiemnastolatkę z dobrego, acz niezbyt bogatego domu. &nbsp;",biography
labor day,Matka oraz jej syn zostają zmuszeni do pomocy rannemu nieznajomemu. ,drama
konopielka,"Uporządkowane życie chłopa Kaziuka burzy młoda nauczycielka, która zostaje przydzielona do niego na kwaterę. ",comedy
searching,Córka bohatera przestaje odbierać telefon i nie odpisuje na wiadomości. Zdesperowany ojciec wspólnie z policją rozpoczyna jej poszukiwania. ,thriller
freedom writers,"Po rozpoczęciu pracy w szkole nauczycielka zauważa, że jej wychowankowie zmagają się z poważnymi problemami. Kobieta postanawia im pomóc. ",drama
another earth,"W dniu odkrycia Drugiej Ziemi dochodzi do wypadku, w którym ginie żona oraz syn znanego kompozytora. Po kilku latach sprawczyni wychodzi na wolność i jako wolontariuszka nawiązuje romans z artystą.",drama
four brothers,"Adoptowani przed laty mężczyźni spotykają się na pogrzebie przybranej matki Evelyn, chcąc poznać przyczyny jej śmierci. ",thriller
because i said so,Przedsiębiorcza matka trzech dorosłych córek poszukuje męża dla najmłodszej z nich.,comedy
"ich seh, ich seh","Do zacisznego domku na wsi po operacji plastycznej powraca matka dwóch dziewięcioletnich chłopców. Dzieci podejrzewają, że kobieta nie jest osobą, za którą się podaje. ",horror
maps to the stars,"Perypetie aktorki Havany Segrand&nbsp;oraz rodziny Weissów, którzy mieszkają w Hollywood, gdzie mierzą się nie tylko ze sławą, ale również nawiedzającymi ich demonami z przeszłości.",drama
de rouille et dos,"Młoda i bogata treserka orek traci obie nogi. Poznaje młodego kickboksera, w którym zakochuje się ze wzajemnością.",drama
following,Niespełniony pisarz śledzi przypadkowych ludzi spotkanych na ulicy. Wkrótce wpada w kłopoty. ,crime
the football factory,"Adaptacja powieści Johna Kinga. Oprócz sobotnich imprez, narkotyków i przygodnego seksu, ulubionym zajęciem Tommy’ego są bójki z innymi kibicami piłkarskimi.",crime
restless,Umierająca dziewczyna zakochuje się w chłopaku lubiącym chodzić na pogrzeby. Razem spotykają ducha japońskiego kamikadze. ,drama
regression,"Mężczyzna zostaje oskarżony o przestępstwo, którego nie pamięta - molestowanie córki.",thriller
flaskepost fra p,"Na duńskiej plaży zostaje odnaleziona butelka z niepokojącym listem. Sprawa trafia do departamentu Q, zajmującego się niewyjaśnionymi przestępstwami sprzed lat. ",crime
hurricane: squadron 303,Polscy piloci tworzący Dywizjon 303 stają do walki w bitwie o Anglię. ,drama
daddys home,"Wojna domowa między ojcem a ojczymem rozpoczyna się, gdy ten pierwszy wraca ""do domu"". ",comedy
the rebound,"Sandy przyłapuje męża na zdradzie i rozwodzi się. Po przeprowadzce zatrudnia jako nianię dla swoich dzieci, dużo młodszego od siebie mężczyznę.&nbsp;",comedy
the shipping news,Zmęczony życiem dziennikarz chce odpocząć na odludziu. Zapadłe miasteczko dostarczy mu wielu wrażeń. ,drama
dial m for murder,"Zabójczo inteligentny Tony planuje śmierć swojej niewiernej, bogatej żony. Gdy plan spala na panewce, do akcji wkracza przebiegły kochanek i doświadczony detektyw policyjny. ",crime
true lies,"Harry Tasker, z pozoru poczciwy sprzedawca komputerów, w rzeczywistości pracuje jako tajny agent. Wkrótce jego podwójne życie poważnie się komplikuje. ",comedy
think like a man,"Cztery przyjaciółki korzystają ze wskazówek dotyczących związków, która znajdują w poradnikach Steve'a Harveya . ",comedy
kvinden i buret,Po traumatycznych przeżyciach detektyw Carl Mørck zostaje przydzielony do zamykania spraw niewyjaśnionych. Jego uwagę zwraca zaginięcie pewnej kobiety. ,crime
footloose,"Wychowany w Chicago Ren przeprowadza się do małego miasteczka, gdzie panuje zakaz tańczenia i słuchania rockowej muzyki. Chłopak buntuje rówieśników przeciwko lokalnej władzy.&nbsp;",drama
miami vice,"Podający się za przemytników policjanci z Miami, Sonny Crockett i Ricardo Tubbs, podejmują niebezpieczną próbę infiltracji struktur międzynarodowego kartelu narkotykowego.",thriller
"i, frankenstein","Adam Frankenstein nosi w sobie tajemnicę, którą posiąść chcą zastępy istot ze świata ciemności. Rozpoczyna się polowanie. ",fantasy
thor: love and thunder,nr 1 (polskie napisy),fantasy
eddie the eagle,Pomimo przeciwności losu skoczek narciarski z Wielkiej Brytanii dąży do występu na zimowych igrzyskach olimpijskich. ,biography
the wind that shakes the barley,"Irlandia, lata 20. XX wieku. Będąc świadkiem brutalności okupujących kraj Brytyjczyków, młody lekarz Damien porzuca karierę i w ślad za bratem wstępuje do IRA prowadzącej krwawą walkę o niepodległość. ",drama
resident evil: the final chapter,"Alice wraz z innymi wyrusza do Ula, aby zniszczyć Czerwoną Królową, która ma na celu wyeliminowanie rasy ludzkiej. ",horror
tootsie," Bezrobotny aktor w akcie desperacji przebiera się za kobietę, by zdobyć pracę. ",comedy
shes funny that way,"Żonaty reżyser teatralny z Broadwayu zakochuje się w prostytutce, która pragnie zostać aktorką. Wbrew wysiłkom ułatwia dziewczynie drogę do kariery.",comedy
smoke,Losy kilku mężczyzn krzyżują się w brooklińskim sklepie z tytoniem.,drama
le magasin des suicides,"Interes Mishimy i Lukrecji – sklep z artykułami dla samobójców – kwitnie do czasu narodzin ich trzeciego dziecka. Malec się uśmiecha, zarażając optymizmem. ",animation
daybreakers,"Niedaleka przyszłość. Większość ludzi staje się wampirami, przez co drastycznie maleją zapasy ludzkiej krwi.",horror
human,"Dokument&nbsp;&nbsp;o tym, kim jest człowiek, jakie są jego ciemne i jasne strony i co tak naprawdę łączy nas wszystkich.",documentary
pulkownik kwiatkowski,"Jest rok 1945. Wojskowy lekarz, Andrzej Kwiatkowski, podszywa się pod wysoko postawionego pułkownika UB, by ratować ludzi ze stalinowskich więzień i zdobyć serce pięknej Krysi.",comedy
gosford park,Beztroską zabawę na przyjęciu w Gosford Park zakłóca nagła śmierć gospodarza. Któryś z gości go zamordował - każdy jest podejrzany. ,drama
jestem,"""Kundel"" ma 11 lat i ucieka z sierocińca. Kiedy matka nie chce przyjąć go z powrotem, chłopiec zamieszkuje na starej barce.",drama
verdens verste menneske,Pełna życiowej energii Julie u progu trzydziestych urodzin stara się poukładać swoje skomplikowane życie uczuciowe. ,comedy
seeking justice,"Gdy żona Willa pada ofiarą brutalnego napadu, pragnący zemsty mężczyzna przyjmuje propozycję od przedstawiciela tajnej organizacji zajmującej się wymierzaniem sprawiedliwości. ",thriller
podatek od milosci,Klara ściga cynicznego i pełnego uroku oszusta podatkowego. Po pewnym czasie traci kontrolę i zakochuje się w mężczyźnie.,comedy
queen of the damned,"Po wielu&nbsp;latach Lestat przebudza się z głębokiego&nbsp;snu i&nbsp;zostaje gwiazdą rocka. Jego muzyka sprawia, że do życia powraca królowa wampirów, Akasha. ",horror
the highwaymen,"Dwaj policjanci wracają z emerytury, aby pomóc w ujęciu Bonnie i Clyde'a.",crime
how to lose friends &amp; alienate people,"Brytyjski pisarz stara się odnaleźć w bardzo popularnym, nowojorskim magazynie. ",comedy
wkreceni 2,"Szyja poznaje seksowną Klementynę, która zabiera go do Warszawy i wprowadza w świat show-biznesu. Jego zazdrosna żona Jadźka chce za wszelką cenę odzyskać męża, chociażby siłą. ",comedy
the stepford wives,"Joanna Eberhart przeżywa załamanie nerwowe po porażce na gruncie zawodowym. Chcąc zacząć wszystko od nowa, wyprowadza się z mężem i dziećmi do miasteczka, którego mieszkańcy skrywają tajemnicę.",sci-fi
the kite runner,"Dwóch dorastających w Kabulu chłopców łączy przyjaźń, która zostaje wystawiona na poważną próbę. Po latach Amir dostaje szansę, by odkupić zdradę, jakiej dopuścił się wobec Hassana.",drama
possession,Anna porzuca męża i kochanka na rzecz tajemniczej nadprzyrodzonej istoty.,drama
milosc,"Młode małżeństwo musi sobie poradzić ze świadomością o pewnym traumatycznym wydarzeniu z przeszłości, które może zniszczyć ich związek.",drama
love and other disasters,"Emily pracuje w redakcji magazynu Vogue, ale doskonale sprawdza się także jako swatka. Pilnując by jej przyjaciele znaleźli drugie połówki, dziewczyna zapomina o własnym szczęściu.",comedy
last minute,"Matka Tomka, wygrywając wycieczkę do Egiptu, zabiera całą rodzinę ze sobą. Na miejscu dochodzi do wielu niefortunnych zdarzeń. ",comedy
trading places,"Dwaj przypadkowi ludzie, padając ofiarą intrygi znudzonych bogaczy, układają plan wyrafinowanej zemsty.",comedy
the midnight meat train,Fotograf wpada na trop mordercy masakrującego swoje ofiary w wagonach nowojorskiego metra.,horror
ghostbusters ii,Pogromcy duchów próbują przeszkodzić rumuńskiemu czarnoksiężnikowi w powrocie z zaświatów. ,horror
death on the nile,W czasie wakacji spędzanych nad Nilem Hercules Poirot będzie musiał rozwiązać sprawę morderstwa młodej milionerki.,crime
broken,Jedenastoletnia Skunk chorująca na cukrzycę jest przyjaciółką mieszkającego obok Ricka. Chłopak wkrótce zostaje pobity przez swojego sąsiada i oskarżony o gwałt jednej z jego córek.,drama
mlode wilki,Świeżo upieczony maturzysta zostaje członkiem gangu przemytników.,thriller
hereafter,"Amerykański robotnik, francuska dziennikarka i uczeń londyńskiej szkoły zostają na różne sposoby doświadczeni przez śmierć. ",drama
alpha dog,Zack zostaje porwany przez&nbsp;handlarza narkotyków&nbsp;za długi przyrodniego brata.&nbsp;Nieświadomy powagi sytuacji miło spędza czas wśród gangsterów.,drama
pacific rim: uprising,"Jake porzuca kryminalne podziemie i jedna się z siostrą, aby uratować Ziemię przed kolejną inwazją Kaiju.",action
tropa de elite,Przed wizytą Jana Pawła II kapitan Nascimento otrzymuje rozkaz zaprowadzenia porządku w fawelach. ,drama
fuga,"Alicja nie pamięta przeszłości, nie wie kim jest. Kiedy po dwóch latach od zniknięcia zostaje odnaleziona przez rodzinę, nie chce wracać do dawnego, zapomnianego życia.",thriller
europa europa,"Uznany przez niemieckich żołnierzy za Aryjczyka żydowski nastolatek, Perel, zostaje przyjęty do szkoły Hitler-Jugend. ",drama
the iron giant,"Młody chłopiec zaprzyjaźnia się z pozaziemskim robotem, którego chce zniszczyć rząd USA. ",animation
knight of cups,Scenarzysta z Los Angeles stara się zrozumieć dziwne wydarzenia wokół siebie.,drama
ralph breaks the internet,"Ralph i Wandelopa przemierzają Internet w poszukiwaniu części zamiennej, która uratuje grę Wandelopy. ",animation
encounters at the end of the world,Dokument przedstawia życie ludzi zamieszkujących Antarktydę oraz piękno natury tego kontynentu.&nbsp; ,documentary
saw vi, Nieuczciwy handlarz ubezpieczeniami staje się kolejną ofiarą krwawej gry prowadzonej przez agenta Hoffmana. ,horror
den skyldige,"Dyspozytor linii 112 odbiera telefon od porwanej kobiety. Połączenie zostaje przerwane i zaczyna się walka z czasem, by odnaleźć dzwoniącą oraz jej porywacza.",thriller
chung hing sam lam,"Policjant 223 po stracie ukochanej dostaje obsesji na punkcie ananasów i dat. Funkcjonariusz 633, czekając na powrót dziewczyny, nie dostrzega zakochanej w nim kobiety. ",drama
koyaanisqatsi,Film przedstawia zbiór&nbsp;niezwykłych&nbsp;obrazów z życia Ziemi i ludzi.,documentary
cars 3,Samochód wyścigowy Zygzak McQueen z pomocą młodej trenerki staje do rywalizacji w kolejnym wyścigu. ,animation
todos lo saben,"Laura&nbsp;wraz z dwójką dzieci powraca do rodzinnego miasteczka w Hiszpanii na wesele siostry. Imprezę przerywa zniknięcie Irene, jej nastoletniej córki.",drama
west side story,"Dwoje młodych ludzi,&nbsp;przeżywających&nbsp;swoją pierwszą miłość, zostaje wplątanych w porachunki gangów.",drama
the man who cried,"Młoda dziewczyna, by odnaleźć zaginionego ojca, wyjeżdża z Rosji do Anglii, a później do Francji, gdzie zakochuje się w cygańskim jeźdźcu konnym.",drama
gandhi,"Film opowiada historię życia Mahatmy Gandhiego, początki jego kariery jako prawnika, duchowego przywódcy narodu i jego walkę o niepodległość Indii.",biography
oldboy,Więziony przez 20 lat mężczyzna odzyskuje wolność. Postanawia poznać tożsamość swoich oprawców oraz motywy ich działania.,thriller
ran,Pan feudalny postanawia przekazać władzę najstarszemu synowi. Nie podoba się to jego drugiemu potomkowi. ,drama
kalifornia,"Brian i Carrie wyruszają w podróż do Kalifornii, zabierając ze sobą Earla oraz jego dziewczynę, Adele. Nie wiedzą, że ich nowy znajomy to niebezpieczny przestępca. ",thriller
hvnen,"Christian i Elias zostają przyjaciółmi ze szkolnej ławki. Pierwszy z nich niedawno stracił matkę, rodzice drugiego zaś myślą o rozwodzie.",drama
uwiklanie,Uczestniczka terapii znajduje ciało mężczyzny - członka grupy terapeutycznej. Prokurator Szacka i komisarz Smolar próbują rozwikłać zagadkę tej śmierci.,crime
les miserables,"Montfermeil, które pulsuje od napięć, gniewu i niepewności to miejsce, w którym nawet niewinny psikus może okazać początkiem rewolucji. ",drama
samotari,Siedmiu bohaterów. Każdy z nich chce tego samego: stabilnego związku.,drama
keeping the faith,"Dwóch przyjaciół z dzieciństwa - jeden jest księdzem katolickim, a drugi rabinem - zakochuje się w tej samej kobiecie.",comedy
the lost city of z,"Rok 1925. Brytyjski odkrywca, Percy Fawcett, wyrusza do amazońskiej dżungli w poszukiwaniu legendarnej cywilizacji.",biography
friday the 13th,Grupa znajomych wybiera się do domu nad jeziorem Crystal Lake. Podczas weekendu zostają zaatakowani przez psychopatę.,horror
butch cassidy and the sundance kid,Dwaj rewolwerowcy mają coraz większe trudności z ucieczką przed amerykańskimi stróżami prawa. Decydują się więc wyjechać do Boliwii. ,western
kaze no tani no nausicaa,"Księżniczka Nausicaä stara się ocalić swoje plemię przed zagładą, jaką niesie trujący las.",fantasy
the finest hours,Pracownik straży przybrzeżnej podejmuje próbę uratowania ludzi uwięzionych na tankowcu zniszczonym podczas sztormu. ,thriller
the omen,Po śmierci nowo narodzonego syna bogaty Amerykanin&nbsp;decyduje się na adopcję innego noworodka.&nbsp;Ukrywa jednak&nbsp;ten fakt przed żoną.,horror
the last duel,"Opowieść o zdradzie i zemście rozgrywająca się w scenerii czternastowiecznej Francji, gdzie brutalność i przemoc wobec kobiet są na porządku dziennym.",drama
victoria,Młoda dziewczyna opuszcza klub i dołącza do czterech nowo poznanych mężczyzn. Ich nocna eskapada po mieście przybiera nieoczekiwany zwrot.,drama
spider,Dennis Cleg po wyjściu ze szpitala psychiatrycznego powraca w swoje rodzinne strony. Tam szybko wracają do niego wspomnienia z dzieciństwa.,drama
fanatyk,Ekranizacja słynnej pasty o ojcu-fanatyku wędkarstwa autorstwa Malcolma XD. ,drama
derailed,"Charles, by ukryć zdradę małżeńską, zostaje zmuszony do spełniania coraz większych żądań finansowych szantażującego go gangstera. ",drama
bone tomahawk,Czterech mężczyzn wyrusza na ratunek grupie jeńców porwanych przez prymitywny lud kanibali.,horror
la isla minima,"Hiszpania, rok 1980. Dwaj detektywi, Juan i Pedro, łączą siły w celu zbadania sprawy brutalnych morderstw młodych dziewczyn. ",crime
the time machine,"Na podstawie powieści H.G. Wellsa. Dziewiętnastowieczny naukowiec buduje maszynę czasu i przenosi się 800 tys. lat w przyszłość, gdzie odkrywa, że ludzkość została podzielona na dwie wrogie sobie rasy.",adventure
mala moskwa,Romans polskiego oficera i żony radzieckiego pilota rozgrywający się w Legnicy. ,drama
ricki and the flash,Podstarzała gwiazda rocka próbuje odbudować więź ze swoją córką.,drama
s.w.a.t.,"Handlarz narkotyków oferuje pokaźną sumę każdemu, kto pomoże mu w ucieczce z aresztu. Tymczasem do jego eskortowania zostaje wyznaczony specjalny oddział policji. ",thriller
supercondriaque,Romain Faubert jest hipochondrykiem. Swoimi lękami uprzykrza życie przyjaciela lekarza. ,comedy
popieluszko. wolnosc jest w nas,"Historia życia księdza Jerzego Popiełuszki, który angażuje się we wsparcie związku zawodowego „Solidarność”.",biography
underdog,"Borys ""Kosa"" Kosiński to zawodnik MMA, który jest u szczytu formy. W najważniejszej walce ze swoim największym rywalem Deni Takaevem popełnia błąd, który przekreśla jego karierę.",drama
the interpreter,Pracująca dla ONZ tłumaczka podsłuchuje rozmowę o planowanym zamachu na przywódcę jednego z państw afrykańskich. ,thriller
the wife,Podróż do Szwecji po odbiór nagrody Nobla staje się dla pisarza i jego żony pretekstem do spojrzenia wstecz na ich wspólne życie. ,drama
alvin and the chipmunks,Do domu autora piosenek trafiają trzy muzycznie utalentowane wiewiórki. Mężczyzna postanawia pomóc im w karierze.,animation
wino truskawkowe,Policjant z Warszawy rozpoczyna nowe życie w małym miasteczku przy słowackiej granicy. ,drama
love story,Zamożny Oliver poznaje ubogą Jennifer. Młodzi biorą ślub wbrew woli rodziców chłopaka. ,drama
what ever happened to baby jane?,"Wskutek tajemniczego wypadku dwie siostry, Jane i&nbsp; Blanche, stają się od siebie zależne. ",drama
jeziorak,"Policjantka z prowincjonalnej komendy prowadzi dochodzenie, które na zawsze zmieni jej świat.",drama
les triplettes de belleville,"Rowerzysta zostaje porwany podczas Tour de France. Na ratunek wyrusza jego babcia, pies Bruno i starsze panie z jazzowego trio.",animation
men in black: international,Men in Black zawsze chronili Ziemię przed szumowinami z innych planet. Tym razem zmierzą się z największym globalnym zagrożeniem w historii – w ich organizacji jest... wtyczka.,comedy
slow west,"Siedemnastolatek wyrusza w podróż, poszukując miłości życia. Towarzyszy mu tajemniczy mężczyzna o imieniu Silas.",western
essential killing,Po ucieczce z amerykańskiego tajnego więzienia w Europie Środkowej afgański jeniec desperacko walczy o przeżycie. ,thriller
conan the barbarian,"Conan poprzysięga zemstę na człowieku, który wybił całe jego plemię.",fantasy
wyjazd integracyjny,Fajtłapowaty dyrektor korporacji Polish Lody zaprasza do hotelu wszystkich klientów i pracowników w celu zacieśnienia więzi zawodowych. Sytuacja wymyka się jednak spod kontroli. ,comedy
ali,Poruszająca historia jednego z największych bokserów wszech czasów - Muhammada Ali'ego. ,biography
one hour photo,Niezrównoważony psychicznie pracownik sklepu fotograficznego zaczyna prześladować swoją klientkę i jej rodzinę.,thriller
11 minut,W ciągu 11 minut losy wielu mieszkańców wielkiego miasta zostaną połączone ze sobą. ,thriller
1922,"Rolnik przyznaje się do zabójstwa żony, jednak ta śmierć stanowi raptem początek makabrycznej historii. Film na podstawie opowiadania Stephena Kinga.",horror
flatliners,"Studenci medycyny chcą się dowiedzieć, co czuje człowiek w chwili śmierci klinicznej. ",thriller
the edge of seventeen," Nadine nie jest szczęśliwą nastolatką. Los dziewczyny staje się jeszcze bardziej nieznośny, gdy starszy brat zostaje chłopakiem jej najlepszej przyjaciółki. ",drama
zjednoczone stany milosci,Rok po upadku PRL-u. Cztery pozornie szczęśliwe kobiety próbują odmienić swoje życie.,drama
13 sins,"Zadłużony Eliot zostaje wciągnięty w grę składającą się z 13 zadań, w której może zarobić dużo pieniędzy. Każde kolejne zadanie to jednak krok bliżej piekła.",horror
rampage,"Prymatolog Davis Okoye nawiązuje więź z inteligentnym gorylem. Nieudany eksperyment naukowy sprawia, że małpa oraz inne zwierzęta zaczynają siać spustoszenie w mieście. ",action
vampires suck,"Wyobcowana nastolatka zaczyna chodzić do nowej szkoły, gdzie&nbsp;musi wybrać pomiędzy dwoma konkurentami, przygnębiającym wampirem i kudłatym wilkołakiem. ",comedy
rush hour 3,"Lee i Carter dostają zadanie wytropienia zamachowca, który chciał zabić ambasadora Chin.",action
la tortue rouge,"Rozbitek trafia na bezludną wyspę. Mężczyzna pragnie z niej uciec, lecz zmienia swoje nastawienie, gdy odkrywa jej tajemnice.",animation
velvet goldmine,"Młody dziennikarz zbiera&nbsp;materiały&nbsp;do artykułu o legendarnym muzyku sceny glam-rockowej, który zniknął bez śladu, u szczytu swej popularności.",drama
amistad,"Grupa czarnoskórych niewolników z Afryki staje przed sądem po tym, jak urządziła bunt na pokładzie statku.",drama
vox lux,"Celeste była nastolatką, kiedy wielka tragedia wywindowała ją na szczyty sławy i zrobiła z niej gwiazdę pop. Po latach musi zmierzyć się z przeszłością i przygotować się do wielkiej trasy koncertowej.",drama
ghost ship,Grupa poszukiwaczy odnajduje zaginiony przed laty statek.,horror
any given sunday,"Trener zespołu ""Miami Sharks"" wystawia do gry młodego i niedoświadczonego zawodnika, który ma pomóc drużynie osiągnąć lepsze wyniki.",drama
