title,description,genre
london fields,"Kiedy Nicola Six przewiduje własną śmierć, rozpoczyna romans z trzema różnymi mężczyznami, wiedząc, że jeden będzie jej mordercą.",crime
"mcfarland, usa",Trener lekkoatletyki prowadzi sportowców z małej kalifornijskiej miejscowości do&nbsp; występów w krajowych mistrzostwach. ,biography
szczurolap,Dokument przedstawia przygotowania do pracy szczurołapa.,documentary
d-war,"Ethan Kendrick, dowiadując się, iż jest kolejnym wcieleniem wielkiego wojownika, rozpoczyna badanie tajemniczej, koreańskiej legendy. ",fantasy
kung fu panda 2,"Panda Po wreszcie został mistrzem sztuk walki. Ale zbliża się groźny wojownik, który planuje podbić Chiny i zniszczyć sztukę kung-fu.",animation
spider-man: far from home,Peter Parker wyrusza na szkolne wakacje do Europy. Nie będzie mu dane odstawienie kostiumu Spider-mana na zbyt długo. ,action
final destination,"Przed startem samolotu młody mężczyzna doświadcza wizji, w której giną wszyscy pasażerowie. Przeczucie powoduje, że chce ich ostrzec, lecz zostaje usunięty z pokładu.",horror
radioactive,"Historia Marii Skłodowskiej-Curie i jej nagrodzonej Nagrodą Nobla pracy, która zmieniła świat.",biography
bullet train,"Pięcioro zabójców, znajdujących się w szybkim pociągu jadącym z Tokio do Morioki, odkrywa, że ich zlecenia są ze sobą wzajemnie powiązane. Powstaje pytanie, kto wyjdzie z pociągu żywy i co ich czeka na stacji końcowej.",action
pride and prejudice and zombies,"Siostry Bennett przeżywają miłosne perypetie, gdy w Hertfordshire wylęgają się zombie.",horror
guardians of the galaxy,"Po kradzieży potężnego artefaktu niezdarny awanturnik, Peter Quill, staje się celem Ronana, który pragnie wywołać wojnę w galaktyce. Aby przeżyć, łączy swoje siły z czterema innymi autsajderami. ",action
the devil inside,"Isabell stara się pomóc matce, która została opętana przez demony.&nbsp;",horror
the salvation,Spokojny amerykański osadnik postanawia zemścić się na zabójcy swojej rodziny.,drama
good kids,Czworo licealistów postanawia odmienić swoje dotychczasowe życie po ukończeniu szkoły.,comedy
the bourne identity,"Jason Bourne w wyniku wypadku traci pamięć. Wszystko wskazuje na to, że był członkiem tajnego programu CIA.",thriller
planes: fire &amp; rescue,Po awarii silnika Dusty rezygnuje z udziału w wyścigach i przyłącza się do lotniczej straży pożarnej.,animation
hoodwinked!,"Policja prowadzi śledztwo w sprawie zakłócenia porządku w chatce babci oraz posiadania broni. Świadkami zdarzenia są Czerwony Kapturek, Wilk i Drwal.",animation
atlantis: the lost empire,"Milo Thatch wyrusza w podróż, by odnaleźć zaginioną Atlantydę. ",animation
konwoj,"Dyrektor więzienia ściąga doświadczonego strażnika do transportu groźnego więźnia. Wkrótce dowiaduje się, że nieoczekiwanie w skład ekipy konwojentów wszedł też jego zięć. ",thriller
limitless,"Cierpiący na brak weny pisarz, Eddie, zaczyna stosować narkotyk, który zwiększa jego potencjał intelektualny. Dzięki używce mężczyzna odnosi sukcesy. ",thriller
gimme danger,"Iggy Pop i muzycy z The Stooges zdradzają Jarmuschowi historie swoich wzlotów i upadków, blaski i cienie niebezpiecznego życia, a także wspominają największe prowokacje. ",documentary
the wedding date,"Kat nie ma z kim iść na ślub swojej siostry. Wynajmuje więc Nicka, chłopaka do towarzystwa.",comedy
the room,"Matt i Kate po przeprowadzce do nowego domu odkrywają tajemniczy pokój, w którym spełniają się wszystkie materialne życzenia.",drama
highlander iii: the sorcerer,Nieśmiertelny staje do walki z odwiecznym wrogiem Czarnoksiężnikiem.,fantasy
the avengers,"Grupa superbohaterów, na czele z Thorem, Iron Manem i Hulkiem, łączy siły, by obronić Ziemię przed inwazją kosmitów.",action
bracia,Fascynujące losy głównych bohaterów pokazują prawdziwą siłę braterstwa.,documentary
license to wed,"Podczas kursu przedmałżeńskiego ksiądz wystawia narzeczonych na próbę, chcąc upewnić się, czy rzeczywiście są gotowi do zawarcia związku.",comedy
duze zwierze,"Sawiccy postanawiają zaopiekować się znalezionym wielbłądem. Lokalna społeczność zrobi wszystko, by uniemożliwić im to przedsięwzięcie. ",drama
hellboy,"Ekranizacja komiksu. Hellboy, przywołany z piekieł przez nazistów syn szatana, wychowuje się na bohatera narodu pod okiem amerykańskiego profesora. Po 40 latach musi stawić czoła ludziom, którzy powołali go do istnienia.",fantasy
obywatel jones,"Dziennikarz Jones chce opisać gwałtowną modernizację Związku Radzieckiego. By gruntownie zbadać sprawę, decyduje się na podróż do Moskwy, aby przeprowadzić wywiad ze Stalinem.",thriller
tsotsi,Młody afrykański gangster kradnie samochód i ku swojemu zaskoczeniu odkrywa na tylnym siedzeniu niemowlę.,drama
copying beethoven,Studentka muzyki dostaje pracę jako kopistka Beethovena. Zafascynowana twórczością mistrza spędza w jego towarzystwie każdą wolną chwilę.,biography
tinker tailor soldier spy,"Ekranizacja powieści Johna le Carré. Trwa zimna wojna, emerytowany agent zostaje przywrócony do służby i dostaje zadanie zdemaskowania sowieckiego szpiega w szeregach MI6.",thriller
career opportunities,"Jim podejmuje pracę nocnego sprzątacza w domu towarowym. Przypadkowo spotyka dziewczynę swoich marzeń, Josie.",comedy
psy,"Franz Maurer, były funkcjonariusz Służby Bezpieczeństwa, zaczyna pracę w policji. Tymczasem jego kolega oferuje swoje usługi przestępcom. ",thriller
black beauty,"Młody koń wiedzie szczęśliwe życie z przyjaciółmi w wiejskiej rezydencji. Gdy jego właściciel musi wyjechać, sprzedaje zwierzęta, ale nie wszystkie trafiają do dobrych ludzi. ",drama
te wu mi cheng,"Buck Yuen odkrywa, że jest zaginionym synem biznesmena. Próbując go poznać, mężczyzna wpada w serię nieprawdopodobnych zdarzeń.",comedy
47 meters down,"Dwie siostry zostały uwięzione w klatce do obserwowania rekinów. Mają godzinę, aby wydostać się z pułapki.",thriller
mary queen of scots,"Młoda królowa Maria powraca, aby objąć panowanie nad rodzinną Szkocją i&nbsp;zawalczyć o&nbsp;tron Anglii ze&nbsp;swoją kuzynką, królową Elżbietą I.",biography
letters to juliet,"Młoda dziewczyna po przeczytaniu starego listu pragnie odszukać jego autorkę, by zainspirować ją do odnalezienia mężczyzny poznanego przed wieloma laty.",drama
fair game," Film „Fair Game” to dramat oparty na biografii Valerie Plame Wilson (Naomi Watts), byłej tajnej agentki CIA. W lipcu 2003 roku mąż Valerie, ambasador Joseph Wilson, na... ",biography
"monsters, inc.","Potwory straszą dzieci, bo to ich praca, ale w rzeczywistości panicznie się ich boją. Pewnego razu do ich świata trafia dziewczynka, która nie czuje przed nimi strachu.",animation
home alone 3,"Ośmioletni Alex dostaje prezent - zdalnie sterowany samochód, w którym ukryto komputerowy mikrochip należący do bandytów. Kiedy przestępcy się o tym dowiadują, postanawiają odzyskać swoją własność. ",family
the boy next door,"Zdradzona kobieta ulega nastoletniemu sąsiadowi, który jest bardzo niebezpieczny.",thriller
kyua,"Detektyw bada sprawę serii morderstw popełnionych przez ludzi, którzy nie są świadomi swoich czynów. Jedynym wspólnym mianownikiem tych wydarzeń jest tajemniczy znak ""X"" pozostawiony na miejscu zbrodni.",crime
the marine,"Uciekając z łupem, grupa złodziei porywa żonę byłego komandosa, który rusza za nimi, by uratować ukochaną. ",action
ekusu makina," W powoli jednoczącym się po wielkiej wojnie świecie, trójka strażników pokoju (znana z poprzedniej części wojowniczka i jej kompan cyborg oraz ich nowy towarzysz w... ",action
ya tayr el tayer,"Mohammed Assaf zostaje uczestnikiem programu telewizyjnego ""Idol"". Postawa podążającego za marzeniami chłopca porusza serca pogrążonych w wojnie Palestyńczyków.",biography
a walk in the clouds,"Paul, weteran wojenny, poznaje ciężarną Victorię. Jedzie z nią w rodzinne strony i udaje jej męża. ",drama
pearl jam twenty,Dokument przedstawia historię zespołu Pearl Jam ukazując wiele nieznanych do tej pory faktów.,documentary
jumanji,"Dwunastoletni Alan wraz z koleżanką rozpoczyna zabawę w tajemniczą grę Jumanji, która wciąga go do dżungli. Po latach zostaje uwolniony przez dwójkę rodzeństwa, Judy i Petera.",fantasy
art of freedom,"Dokument przedstawia historię polskiego himalaizmu, a także sukcesy jakie odnosili jego przedstawiciele w latach 70. i 80. XX wieku. ",documentary
before the flood,Dokument o wpływie zmian klimatycznych na środowisko.,documentary
in search of a midnight kiss,"Nadchodzi Sylwester. Przygnębiony nieudanym rokiem mężczyzna, za namową przyjaciela, umawia się na randkę przez Internet. ",comedy
yuma,Popeerelowska bieda w Polsce zmusza Zygę do jumy – szabrowania wyrobów luksusowych za zachodnią granicą.,drama
clash of the titans,"Perseusz, wychowany wśród ludzi syn Zeusa, wyrusza z wyprawą przeciwko Hadesowi, który chce sprowadzić na ziemię chaos.",fantasy
from russia with love,"Agent 007 musi powstrzymać organizację WIDMO, która chce przejąć kontrolę nad Lektorem - radziecką maszyną dekodującą wszelkie szyfry.",thriller
something better to come,"Dokument opowiada o jedenastoletniej Julii, która mieszka na wysypisku śmieci pod Moskwą.",documentary
doctor dolittle,"John od dziecka rozumie mowę zwierząt, ale tłumi ten dar. Gdy zostaje lekarzem, jego zdolności ponownie dają o sobie znać.",family
the wrestler,"Zawał serca zmusza Randy'ego ""The Rama"" Robinsona do porzucenia zapasów. Szara rzeczywistość i przygnębiająca praca w delikatesach sprawiają, że chce jeszcze raz stanąć na ringu.",drama
white frog,Wyobcowany nastolatek usiłuje poradzić sobie z utratą ukochanego brata.,drama
miss peregrines home for peculiar children,"Jake przybywa na tajemniczą wyspę, by odkryć prawdę o dziwnym domu, w którym mieszkał jego dziadek.",fantasy
eragon,"Siedemnastoletni Eragon znajduje tajemnicze jajo, z którego wykluwa się smok. Chłopak staje się jego jeźdźcem.&nbsp;",family
jak dziala jamniczek,Starsza pani prezentuje parodystyczny wykład na temat budowy wewnętrznej jamniczka.,animation
absolute power,"Starzejący się złodziej postanawia wykonać ostatni skok w swojej karierze. Sytuacja wymyka się spod kontroli, kiedy włamywacz jest świadkiem sceny, której nie powinien oglądać.",thriller
volkodav iz roda serykh psov,"Napędzany pragnieniem zemsty, za wymordowanie rodu, Volkodav musi zmierzyć się z mrocznymi siłami.",fantasy
american wedding,Grupa najlepszych przyjaciół z czasów liceum pomaga Jimowi w przygotowaniach do jego wesela. ,comedy
padomju stasts,W serii wywiadów historycy opowiadają o sowieckim terrorze wewnętrznym i współpracy na linii ZSRR - III Rzesza Niemiecka. ,documentary
g-force," Załoga świetnie wyszkolonych świnek morskich podejmuje się niebezpiecznej misji. Wyposażone w najnowocześniejsze gadżety zwierzaki to: Darwin – ambitny przywódca grupy,... ",animation
kate &amp; leopold,"Leopold, angielski arystokrata z drugiej połowy XIX wieku, trafia do współczesnego Nowego Jorku, gdzie zakochuje się w pięknej Kate. ",fantasy
tooth fairy," Hokeista Derek Thompson nie wierzy w bajki. Jego światopogląd ulega zmianie, gdy musi przepracować dwa tygodnie jako zębowa wróżka. ",fantasy
karski i wladcy ludzkosci,"Film dokumentalny o&nbsp;Janie Karskim – pierwszej osobie, która zawiadomiła władze państw zachodnich o&nbsp;zbrodniach wojennych nazistów w&nbsp;Polsce.",documentary
lavender,"Jane fotografuje stare domy, jeden z nich w tajemniczy sposób przyciąga jej uwagę znacznie bardziej. Podczas jazdy autem dostrzega na&nbsp; drodze dziewczynkę i, by uniknąć zderzenia, dochodzi do wypadku.",thriller
last shift,"Policjantka Loren dyżuruje na nocnej zmianie w zamkniętym posterunku. Gdy zaczynają dziać się dziwne rzeczy, postanawia je wyjaśnić.",horror
smokin aces,"Gdy artysta z Las Vegas postanawia zeznawać przeciwko mafii, pojawia się wielu wrogów, którzy gotowi są go uciszyć.",action
the miracle worker,Niedowidząca nauczycielka uczy głuchoniemą i ociemniałą Helen porozumiewać się. ,biography
doodlebug,"Młody mężczyzna próbuje zabić za pomocą buta tajemnicze ""coś"", przemieszczające się po jego pokoju. ",fantasy
luca,"Luca spędza niezapomniane wakacje z nowo poznanym przyjacielem, ten jednak skrywa pewien sekret. ",animation
lemony snickets a series of unfortunate events,"Po śmierci rodziców, trójka rodzeństwa dostaje się pod opiekę hrabiego Olafa - aktora teatralnego i ich kuzyna, planującego ukraść otrzymaną w spadku przez dzieci fortunę. ",family
barb wire,Żyleta otrzymuje zadanie przetransportowania do Kanady badaczki posiadającej lek przeciwko groźnej broni biologicznej. ,thriller
when youre strange,Dokument przedstawia kulisy funkcjonowania amerykańskiej grupy muzycznej The Doors. ,documentary
niko - lentajan poika,"Wychowywany przez matkę Niko wyrusza w podróż, aby poznać ojca pracującego dla Mikołaja.",animation
the million dollar hotel,W obskurnym hotelu w Los Angeles umiera syn miliardera. Agent próbujący rozwikłać zagadkę wywraca do góry nogami życie ekscentrycznych lokatorów.,drama
stan helsing,"Stan Helsing z przyjaciółmi trafia do domu nawiedzonego przez potwory. Dowiaduje się, że to on ma za zadanie pokonanie ich.",comedy
halloween kills,"Laurie wierzy że pokonała swojego prześladowcę. Okazuje się jednak, że jej gehenna wcale się nie skończyła. ",horror
khumba,"Zebra Kumba rusza na poszukiwanie magicznego źródła. Jak głosi legenda, dzięki niemu pierwsze ssaki zyskały swoje pasy. ",animation
tomorrowland,"Rozczarowany życiem Frank oraz inteligentna nastolatka Casey wyruszają na niebezpieczną misję, której celem jest odkrycie tajemnicy miejsca zagubionego w czasie i przestrzeni.",family
dial m for murder,"Zabójczo inteligentny Tony planuje śmierć swojej niewiernej, bogatej żony. Gdy plan spala na panewce, do akcji wkracza przebiegły kochanek i doświadczony detektyw policyjny. ",crime
my winnipeg,"Pragnąc zrekonstruować istotne wydarzenia z dzieciństwa, reżyser wraca do rodzinnego Winnipeg i zatrudnia aktorów, którzy odgrywają role członków jego rodziny. ",documentary
eurovision song contest: the story of fire saga,"Dwoje małomiasteczkowych piosenkarzy postanawia spełnić marzenia, biorąc udział w&nbsp;największym konkursie wokalnym świata.",comedy
the father,"Kobieta próbuje zaopiekować się ojcem wykazującym oznaki demencji, który mimo postępującej choroby pragnie pozostać samodzielny.",drama
tequila sunrise,"Funkcjonariusz policji bierze pod lupę starego znajomego, który w przeszłości handlował narkotykami. ",thriller
skhizein," Krótka animacja ukazująca historię pewnego człowieka, który po pewnym dość nietypowym wypadku zmuszony jest do przystosowania się do życia 91 cm od... samego siebie. Z... ",animation
the land before time,Grupa małych dinozaurów oddziela się od stada i gubi. Podróżując samotnie szukają drogi do Wielkiej Doliny. ,animation
awantura o basie,"Piętnastolatka dowiaduje się, że państwo Olszowscy nie są jej prawdziwymi rodzicami. Postanawia poznać swoją przeszłość. ",family
chaos,Detektyw Conners i jego nowy partner Dekker prowadzą śledztwo w sprawie tajemniczego napadu na bank. Wkrótce policjanci odkrywają intrygę na dużą skalę. ,crime
stop making sense," Film Jonathana Deeme i Zespołu Talking Heads- STOP MAKING SENSE powraca w pietnaście lat po premierze. Z odświeżonym, cyfrowym dźwiękiem i udoskonaloną kopią stanowi... ",documentary
hymyileva mies,Fiński bokser&nbsp;Olli Mäki&nbsp;ma szansę na pas mistrzowski w wadze piórkowej. Oprócz wyczerpujących treningów pojawia się kolejny problem - Olli zakochuje się w młodej Raiji.,biography
show,"Uczestnicy reality show zostają sprowadzeni na niezamieszkałą wyspę. Gdy w tajemniczych okolicznościach ginie kilku z nich, pozostali uświadamiają sobie, że nie mają dokąd uciec.&nbsp;",comedy
this is the end,Grupa przyjaciół bawiąca się na domowej imprezie staje nagle w obliczu wydarzeń prowadzących do apokalipsy.,fantasy
sansho dayu,Gubernator prefektury ujmuje się za gnębionymi wieśniakami i zostaje zesłany na odległą prowincję. Jego rodzina wyrusza w niebezpieczną drogę do krewnych. ,drama
trespass," Na dom handlarza diamentami napadają bandyci, którzy chcą dostać się do sejfu z cenną zawartością. Właściciel nie ma zamiaru im tego ułatwiać. ",drama
cars 2,"Zygzak McQueen bierze udział w światowym Grand Prix. Złomek, który towarzyszy mu podczas wyścigów, przypadkowo zostaje wzięty za tajnego agenta.",animation
"flickan som lekte med elden, millennium part 2","Gdy Lisbeth Salander zostaje podejrzana o zamordowanie dwójki dziennikarzy śledczych prowadzących sprawę handlu kobietami,&nbsp;Mikael Blomkvist postanawia udowodnić jej niewinność.",crime
veronica,"Madryt, 1991 rok. Nastolatka po zabawie z planszą ouija odkrywa, że wokół niej zaczynają się dziać dziwne rzeczy.",horror
star trek,"Początki załogi USS Enterprise. James Kirk i Spock łączą siły, by ocalić swoich przyjaciół przed śmiertelnym niebezpieczeństwem.",action
metal: a headbangers journey," Sam Dunn jest trzydziestoletnim antropologiem, który swoją pracę magisterską napisał na temat sytuacji gwatemalskich uchodźców. Teraz zdecydował się zbadać inną kulturę,... ",documentary
jeepers creepers,Brat i siostra wracają na święta do domu. Podczas podróży rodzeństwo zostaje zaatakowane przez wygłodniałego potwora.,horror
family plot,"Starsza, zamożna kobieta postanawia odnaleźć siostrzeńca, by przekazać mu swój majątek. Do poszukiwań spadkobiercy wynajmuje wróżkę, która jest oszustką.",crime
soldier,"Po odniesieniu ciężkich ran w pojedynku z przedstawicielem nowej generacji super żołnierzy sierżant Todd zostaje wyrzucony na wysypisko śmieci na obcej planecie, gdzie przygarnia go grupa rozbitków. ",action
the fox and the hound,"Kiedy osierocony lis zostaje przygarnięty przez staruszkę mieszkającą na farmie, zaprzyjaźnia się z psem myśliwskim sąsiada. ",animation
nowhere boy,"Nastoletni John Lennon odnawia relacje ze swoją matką, która wprowadza go w świat rock'n'rolla. ",biography
kill the messenger,Reporter pracujący dla San Jose Mercury News postanawia ujawnić powiązania CIA z organizacją przemycającą kokainę z Nikaragui do Kalifornii.,biography
kiss of death,"Przebywający na zwolnieniu warunkowym skazaniec pomaga policji w schwytaniu groźnego gangstera. Mężczyzna zaczyna infiltrować przestępczy światek, czym naraża życie swoje i rodziny. ",crime
gabriel,"Gabriel zostaje zesłany na ziemię, aby przywrócić światłość i pokój. By tego dokonać, toczy walkę z upadłymi aniołami. ",fantasy
fantastic beasts: the secrets of dumbledore,Grindelwald wraz ze swoją armią dąży do przejęcia władzy na świecie. Dumbledore i Newt z pomocą przyjaciół chcą temu zapobiec. ,family
fantomas contre scotland yard,"Fantomas&nbsp;chce ukraść pieniądze Szkotom. Nie wie jednak, że jego śladem podąża francuski komisarz Juve, który zastawia na niego pułapkę.",fantasy
inside man,"Doświadczony przestępca Dalton napada na bank. Jego doskonale opracowany plan komplikuje się, gdy do akcji wkracza policyjny negocjator i Madeleine White działająca na zlecenie wpływowych osób.",thriller
shark tale,"Wskutek nieporozumienia Oskar zostaje okrzyknięty mianem Pogromcy Rekinów. Mimo iż jest małą rybką, nie próbuje wyjaśnić pomyłki, tylko brnie dalej w kłamstwa.",animation
the bridges of madison county,"Fotograf przybywa do hrabstwa Madison, by zrobić zdjęcia krytych mostów. Poznaje gospodynię domową, której rodzina wyjechała na festyn i nawiązuje z nią romans. ",drama
summer of 84,"Grupa nastolatków zaczyna szpiegować miejscowego policjanta, podejrzewając, że jest on seryjnym mordercą.",thriller
slumber,"Specjalistka zajmująca się zaburzeniami snu postanawia pomóc rodzinie, którą nęka demon atakujący w nocy i paraliżujący swe ofiary.",horror
a fei zheng chuan,"Yuddy dowiaduje się, że kobieta, która go wychowała, nie jest jego prawdziwą matką. Szuka pocieszenia w jednonocnych przygodach miłosnych.",crime
the nut job 2: nutty by nature,"Wiewiór razem ze swoimi przyjaciółmi powraca, aby nie dopuścić do budowy Parku Rozrywki.",animation
donkey xote,"Osiołek Rucio, którego dosiadał Sancho Pansa,&nbsp;z własnego punktu widzenia opowiada o przygodach Don Chichota.",animation
february,Dwóm uczennicom przydarza się seria niewytłumaczalnych i niebezpiecznych zdarzeń.,horror
doctor strange in the multiverse of madness,"Po wydarzeniach z ""Avengers: Koniec gry"" dr Stephen Strange kontynuuje walkę ze złem. Tym razem stawi czoło swojemu byłemu przyjacielowi Mordo.",fantasy
czarny mercedes,Zostaje zamordowana piękna żona szanowanego adwokata. Sprawę tajemniczego zabójstwa próbuje rozwikłać nadkomisarz Rafał Król.,crime
80 milionow,"Działacze Solidarności próbują wypłacić z banku 80 milionów złotych, zanim Służba Bezpieczeństwa zablokuje konta opozycjonistów. ",thriller
dragonball evolution,"Osiemnastoletni Goku wyrusza w podróż, by wraz z kompanami zebrać smocze kule i uratować świat przed złym Piccolo oraz demonem Oozaru.",fantasy
mission: impossible,Niesłusznie oskarżony o zdradę agent IMF musi odkryć i zdemaskować prawdziwego szpiega. ,thriller
ernest et celestine,"Niedźwiedź Ernest zaprzyjaźnia się z myszą Celestyną, kiedy ta pomaga mu w potrzebie.",animation
dumb and dumber to,"Zwariowani przyjaciele&nbsp;udają się na poszukiwania nieślubnej córki Harry'ego, który potrzebuje przeszczepu nerki.",comedy
killer joe,W obliczu niebezpieczeństwa diler wynajmuje zabójcę do zlikwidowania swej matki i pozbycia się wszelkich kłopotów. ,crime
gnomeo and juliet,"Adaptacja sztuki Szekspira. Krasnale ogrodowe, mimo że pochodzą ze zwaśnionych rodów, zakochują się w sobie bez pamięci. ",animation
tsumiki no ie,"Żyjąc na morzu starszy mężczyzna jest zmuszony walczyć z żywiołem, który zalewa jego dom. ",drama
the forest,"Młoda Amerykanka przyjeżdża do mrocznego lasu Aokigahara leżącego w Japonii, aby odnaleźć zaginioną siostrę. ",horror
winters tale,"Ścigany przez byłego szefa złodziej, Peter, poznaje piękną, lecz śmiertelnie chorą Beverly. Ich miłość staje się elementem odwiecznej walki pomiędzy dobrem a złem. ",fantasy
pee-wees big adventure,"Kiedy ekscentryczny Pee Wee Herman odkrywa, że jego ukochany rower został skradziony, wyrusza w podróż swojego życia, aby go odnaleźć.&nbsp;",family
the naked gun 212: the smell of fear,"Frank Drebin próbuje powstrzymać szalonego potentata energetycznego, który planuje katastrofę ekologiczną.",comedy
looper,"Rok 2072. Przestępcy eliminują swoich przeciwników, wysyłając ich do przeszłości, gdzie mają być mordowani przez wynajętych zabójców. Jeden z nich dostaje zlecenie zabicia samego siebie z przyszłości.&nbsp;",action
ging chat goo si,"Handlarz narkotyków wplątuje policjanta w morderstwo, którego ten nie popełnił.",comedy
harvey,"Elwood P. Dowd jest miłym, dobrze wychowanym człowiekiem, który spotyka się ze swoim niewidzialnym przyjacielem, wysokim na 6 stóp królikiem. Jego rodzina zaczyna się tym niepokoić. ",family
highlander ii: the quickening, Jest rok 2024. Connor MacLeod i jego przyjaciel Ramirez zostali wygnani z odległej przeszłości. Connor jest teraz staruszkiem i zwykłym śmiertelnikiem. Przed wielu laty... ,fantasy
im not ashamed,"Prawdziwa i niezwykła historia Rachel Joy Scott, uczennicy Columbine High School i pierwszej ofiary strzelaniny z 20 kwietnia 1999 roku.",biography
jing wu men,Chen pragnie pomścić swojego mistrza otrutego przez członków japońskiej szkoły sztuk walki. ,action
high school," Henry Burke (Matt Bush) jest najlepszym uczniem w swoim liceum. Lata ciężkiej pracy zaowocowały stypendium na jedną z najlepszych uczelni, MIT, oraz możliwością... ",comedy
case 39,"Pracownica socjalna stara się pomóc jednej ze swoich podopiecznych. Dziewczynka jednak nie jest tym, za kogo się podaje. ",horror
divergent,"Przyszłość, w której społeczność składa się z pięciu frakcji na podstawie cech charakteru. Nastoletnia Tris zostaje przydzielona do kilku partii i uznana za zagrożenie. ",action
the matrix resurrections,"Podążaj za Neo, który prowadzi zwyczajne życie w San Francisco, gdzie jego terapeuta przepisuje mu niebieskie pigułki. Jednak Morfeusz oferuje mu czerwoną pigułkę i ponownie otwiera jego umysł na świat Matrix.",action
halloween,"Po kilkunastu latach pobytu w szpitalu psychiatrycznym Michael Myers ucieka. Morderca chce odszukać swoją młodszą siostrę, Laurie.",horror
ikar. legenda mietka kosza,Wbrew wszelkim przeciwnościom losu i własnym ograniczeniom Mietek Kosz zostaje wirtuozem fortepianu. Jednak okrzykniętemu geniuszem chłopakowi oszałamiająca kariera nie daje szczęścia.,biography
up,"70-letni Carl po śmierci żony zamienia swój dom w statek powietrzny i odlatuje do Ameryki Południowej, by spełnić swoje marzenie. Przez przypadek zabiera ze sobą ośmioletniego skauta.",animation
the hobbit: the battle of the five armies,"Podczas gdy Smok Smaug niszczy miasto Esgaroth, armie Śródziemia szykują się do wojny.",fantasy
krlighed pa film, „Zaskakująco nieprzewidywalny”&nbsp; Jonas jest przykładnym mężem i ojcem. Niewiele oczekuje od swojego spokojnego&nbsp; i przewidywalnego życia.&nbsp; Wszystko to wali się niczym&nbsp;... ,crime
marry me,"Para supergwiazd Kat i Bastian mają się pobrać na oczach milionów widzów. Jednak Kat przed samą ceremonią dowiaduje się, że została zdradzona, postanawia więc poślubić mężczyznę z widowni. ",comedy
due date,Peter ma zostać ojcem i chce zdążyć na poród żony. Zrządzenie losu skaże go na towarzystwo nieznośnego początkującego aktora.,comedy
la ragazza nella nebbia,"Agent specjalny Vogel zostaje wysłany do górskiego miasteczka, aby rozwiązać sprawę zaginięcia szesnastoletniej dziewczyny.",crime
wind river,Tropiciel dzikich zwierząt oraz młoda agentka FBI próbują rozwiązać sprawę morderstwa w indiańskim rezerwacie.,crime
sea of love,"Frank prowadzi śledztwo dotyczące seryjnego mordercy mężczyzn. Policjant zakochuje się w kobiecie, która jest jedną z podejrzanych. ",thriller
fantastic beasts and where to find them,"Nowy Jork jest terroryzowany przez tajemnicze bestie, które chcą dopaść członków organizacji Powtórzmy Salem. Tymczasem do miasta przyjeżdża pisarz Newt Scamander. ",family
riddick,"Zdradzony, walczący o przetrwanie na opuszczonej planecie Riddick staje się jeszcze bardziej niebezpieczny. Tymczasem na ziemię spaloną słońcem przybywają dwa statki. ",action
snow white and the huntsman,"Po śmierci króla i zarazem ojca Śnieżki na tronie zasiada podstępna czarownica - Ravenna, która, nie mogąc znieść, iż pasierbica jest od niej piękniejsza, postanawia ją zabić. ",fantasy
"hjlp, jeg er en fisk",Troje dzieci zostaje zmienionych w ryby i odkrywa sekrety podwodnego świata. ,animation
ostwind 2,"By uchronić ukochaną stadninę przed bankructwem, nastoletnia Mika i jej koń Wicher biorą udział w zawodach jeździeckich.",family
the little mermaid,"Pewnego dnia mała syrenka ratuje życie księcia Eryka. By go ponownie zobaczyć zastawia u podwodnej wiedźmy to, co ma najcenniejszego - swój głos.",animation
hall pass,"Fred z Rickiem przekonują partnerki, że jedynym sposobem, by poprawić nastroje w związkach, jest tydzień odpoczynku od małżeństwa i rodzinnego życia. Obaj mają siedem dni na szaleństwo, pozbawione jakichkolwiek konsekwencji.",comedy
locke,"Ivan opuszcza pracę na budowie w Birmingham i udaje się do Londynu. Podczas podróży samochodem prowadzi rozmowy, które odmieniają jego życie. ",drama
rejected," Zbiór krótkich surrealistycznych scenek ustylizowanych na odrzucone filmiki reklamowe, przy których bezowocnym tworzeniu następuje załamanie psychiczne animatora i... ",animation
childs play,Karen daje w prezencie urodzinowym synowi lalkę. Kobieta nie jest świadoma złowieszczej natury zabawki. ,horror
minions,"Pozbawione szefa Minionki popadają w depresję. By uratować sytuację, Kevin ze Stuartem i Bobem wyruszają na poszukiwanie godnego ich służby nikczemnika.",animation
alvin and the chipmunks,Do domu autora piosenek trafiają trzy muzycznie utalentowane wiewiórki. Mężczyzna postanawia pomóc im w karierze.,animation
su qi-er," Bohater filmu Su jest zamożnym człowiekiem, urodzonym za czasów mandżurskiej dynastii Qing, który nagle traci swój dorobek i ciężko wypracowaną reputację w wyniku... ",action
yeob-ki-jeok-in geu-nyeo," Kyon-wu (Tae-hyun Cha) jest studentem, który nie lubi się uczyć, woli za to spotykać się z kolegami. Zmuszony przez matkę jedzie do swojej ciotki na randkę w ciemno. Po... ",comedy
the girl king,Ekstrawagancka szwedzka królowa Krystyna próbuje zwalczyć konserwatystów przeciwnych jej pomysłom na modernizację kraju.,biography
der untergang,Berlin chyli się ku upadkowi. Hitler i jego najbliżsi współpracownicy ukrywają się w podziemiach Kancelarii Rzeszy.,biography
