title,description,genre
lol (laughing out loud) ,"Szesnastoletnia Lola dzieli swój czas między nauką w prestiżowej szkole, rozwiedzionych rodziców i przyjaciółki, gdy nagle w jej życiu pojawia się pierwsza miłość.",comedy
cradle 2 the grave,Przywódcy gangu złodziei zostaje porwana córka. Aby ocalić dziewczynkę rozpoczyna on współpracę z policją.,action
hell ride,Wódz bezwzględnego gangu motocyklowego poprzysiągł zemstę przywódcy innej bandy.,action
sabotage,"Po okradzeniu kartelu narkotykowego członkowie jednostki DEA zaczynają ginąć w brutalny sposób. ""Breacher"", ich dowódca, łączy siły z prowadzącą śledztwo funkcjonariuszką Brentwood.",thriller
crooked house,"Prywatny detektyw pracuje nad rozwiązaniem zagadki śmierci dziadka swojej byłej dziewczyny, zanim zrobi to Scotland Yard i ujawni rodzinne tajemnice.",crime
tenku no shiro laputa,"Sheeta i Pazu wyruszają w niezwykłą podróż, aby odnaleźć legendarny latający zamek. ",fantasy
28 days later...,"Młody chłopak wybudza się ze śpiączki w opustoszałym szpitalu. Odkrywa, że większość mieszkańców miasta została zarażona śmiertelnie niebezpiecznym wirusem, który powoduje u ludzi niekontrolowaną agresję.",horror
mickeys christmas carol,"Ebenezer Scrooge jest chciwym i bezdusznym bankierem, który całe życie poświęcił dla pieniędzy. W Wigilię skąpca odwiedzają trzy duchy.",animation
mr. peabody &amp; sherman,"Pan Peabody, najmądrzejszy pies na świecie, wychowuje swojego adoptowanego syna Shermana na grzecznego chłopca. Dzięki wehikułowi czasu przeżywają najróżniejsze przygody. ",animation
stop! or my mom will shoot,W życie prywatne i zawodowe detektywa Joe'a Bomowskiego wkracza jego&nbsp;nadopiekuńcza&nbsp;matka.,comedy
the good shepherd,"Edward Wilson robi szybką karierę w CIA. Wkrótce rozpoczyna prywatną grę z szefem KGB o kryptonimie ''Ulisses"", gdzie stawką jest dobro jego rodziny.",drama
dr. jekyll and mr. hyde,"Doktor Jekyll odkrywa, że każdy człowiek ma swoją ciemną stronę. Wynajduje eliksir, za sprawą którego stopniowo traci kontrolę nad własną osobowością. ",horror
the black cauldron,"Młody świniopas marzy o tym, aby zostać rycerzem. Świnka, którą się opiekuje, ma magiczne zdolności i z tego powodu poluje na nią okrutny Rogaty Król.",animation
furious seven,"Dominic Toretto i jego ekipa ponownie łączą siły, aby pokonać rządnego zemsty brata Owena - Deckarda oraz przechwycić szpiegowski program zwany Okiem Boga. ",action
just like heaven,"Elizabeth jest zapracowaną lekarką. Po wypadku budzi się w domu i stwierdza, że zamieszkał tam David. ",fantasy
maze runner: the scorch trials,Po ucieczce z labiryntu Thomasa oraz resztę Streferów czeka nowe wyzwanie. Muszą oni w ciągu dwóch tygodni przejść przez najbardziej zniszczoną część Ziemi. ,thriller
the worlds fastest indian,"Nowozelandczyk, Burt Munro, marzy o tym, by swoim motocyklem wystartować w wyścigu na słonych torach Bonneville. Za ostatnie pieniądze udaje się do USA i zamierza pobić rekord prędkości.",biography
guess whos coming to dinner,"Małżeństwo o liberalnych poglądach nie chce zaakceptować czarnoskórego narzeczonego swojej córki, mimo że jest on bardzo dobrze usytuowanym oraz cenionym lekarzem. ",drama
colectiv,"Dziennikarze śledczy odkrywają masowe oszustwa w rumuńskim systemie opieki zdrowotnej, ujawniając tym samym skalę istniejącej korupcji.",documentary
mission: impossible,Niesłusznie oskarżony o zdradę agent IMF musi odkryć i zdemaskować prawdziwego szpiega. ,thriller
the tinder swindler,"Podając się za bogatego potentata diamentów, uwodził kobiety w sieci, a następnie wyłudzał od nich miliony dolarów. Teraz niektóre ofiary planują zemstę. ",documentary
the sound of insects  record of a mummy," Myśliwy polujący na króliki odkrywa w lesie zmumifikowane ciało 40-letniego mężczyzny. Lekarze twierdzą, że zgon nastąpił około stu dni wcześniej. Zmarły prowadził... ",documentary
blue eyed," Film przedstawia przebieg doświadczenia, jakie przeprowadziła w 1995 roku Jane Elliott walcząca przeciwko rasizmowi w Stanach Zjednoczonych. Eksperyment polegał na... ",documentary
london boulevard,Po odbyciu wyroku Mitchell chce zapomnieć o przestępczej przeszłości. Dawni znajomi mają jednak co do tego inne plany.&nbsp;,crime
lost souls,"Dziennikarka Maya dowiaduje się, że szatan zstąpił na ziemie i przybrał postać znanego pisarza.",horror
karigurashi no arrietty,"Japońska adaptacja ""Pożyczalskich"", którzy starają się spokojnie żyć pod podłogą ludzkiego domu.",family
flypaper,"Tripp Kennedy pragnie rozmienić pieniądze. Pech sprawia, że na bank, do którego wchodzi, napadają dwie ekipy rabusiów.",comedy
only god forgives,Gangster chce się zemścić na poruczniku policji za&nbsp;śmierć swojego brata.,crime
charlie st. cloud,"Charlie St. Cloud to obiecujący młody żeglarz, który w wyniku tragicznego wypadku traci brata. Nie mogąc się z tym pogodzić, porzuca swoje dawne życie i podejmuje pracę na cmentarzu.",fantasy
jak dziala jamniczek,Starsza pani prezentuje parodystyczny wykład na temat budowy wewnętrznej jamniczka.,animation
capote,"Spotkanie ludzi oskarżonych o zamordowanie farmerskiej rodziny staje się inspiracją do powstania najsłynniejszej powieści Trumana Capote ""Z zimną krwią"".",biography
peter pan,"Piotruś Pan zabiera Wendy Darling do Nibylandii, by opowiadała mu i zaginionym chłopcom bajki. W baśniowej krainie na życie chłopca nieustannie czyha Kapitan Hak.",family
pirates of the caribbean: at worlds end,"Will Turner i Elizabeth Swan wyruszają w podróż na kraniec świata, by uratować kapitana Jacka Sparrowa z pułapki Davy'ego Jonesa.",fantasy
savage grace,Kontrowersyjna relacja pomiędzy niestabilną emocjonalnie matką i uzależnionym od niej synem doprowadza do rodzinnej tragedii.,crime
what lies beneath,Po wyjeździe córki na studia Norman i Claire wyprowadzają się z miasta. Wkrótce w nowym domu zaczyna straszyć. ,thriller
the wrong trousers,Nowy współlokator Wallace'a - pingwin wykorzystuje tytułowy prezent urodzinowy Gromita do niecnych celów. ,animation
little shop of horrors,"Pracownik kwiaciarni pielęgnuje tajemniczą roślinkę, która do rozwoju potrzebuje ludzkiej krwi.",comedy
dolina issy," Akcja filmu toczy się na Litwie pod koniec lat dziesiątych XX wieku, w dolinie na pół mitycznej rzeki Issy. Osią fabularną utworu są losy żyjących tam ludzi - historia... ",thriller
thir13en ghosts,"Po tragicznej śmierci żony oraz utracie domu, Arthur i jego dzieci otrzymują nieoczekiwany spadek - posiadłość zmarłego wuja. Dom, skrywający przerażającą tajemnicę, zamienia ich życie w koszmar.",horror
beksinscy. album wideofoniczny,Dokument ukazuje życie rodziny Beksińskich za pośrednictwem prywatnych materiałów dźwiękowych i filmowych.,documentary
tae-geug-ki hwi-nal-ri-myeo,W 1950 roku wybucha wojna koreańska. Bracia Jin-tae i Jin-seok zostają wcieleni do wojska.,drama
la belle &amp; la bete,"Belle zgadza się zamieszkać&nbsp;ze straszliwym potworem, aby ratować ojca. W pałacu dziewczynę nękają dziwne i tajemnicze sny, które pomagają jej poznać prawdziwe oblicze bestii. ",fantasy
amok,"Architekt Roszewski zostaje zamordowany. Kilka lat później inspektor Jacek Sokolski odnajduje dowody, które wiążą się z motywem opisanym w powieści kryminalnej pod tytułem ""Amok"". ",crime
whiteout,"Po dwóch latach spędzonych na Antarktydzie znudzona policjantka, Carrie Stetko, dowiaduje się o zabójstwie naukowca. Chociaż cała załoga instytutu badawczego wraca do domu, ona postanawia zostać i rozwikłać zagadkę.",crime
the canal,"David odkrywa, że w zamieszkiwanym przez niego domu doszło na początku XX wieku do tragedii. Od tej chwili jego życie ulega diametralnej zmianie. ",horror
the glass castle,"Jeannette wspomina swoje niekonwencjonalne wychowanie i koczowniczy styl życia. Zaręczona z nowojorskim finansistą ulega&nbsp; krytyce ze strony rodziców, którzy oskarżają ją o zdradę wartości.",biography
yip man,Ip Man trenuje sztukę walki w miasteczku Fuoshan. Spokojne życie mistrza zostaje zakłócone przez wojnę domową oraz japońską okupację. ,biography
thor,"Syn władcy Asgardu - Thor walczy ze swoim bratem Lokim, aby uratować krainę Jotunheim.",fantasy
bedazzled,"Nieszczęśliwie zakochany mężczyzna oddaje demonicznej piękności swoją duszę, a ona w zamian spełnia siedem jego życzeń.",fantasy
epic,"Mary Katherine, córka naukowca, trafia do Zielonego Królestwa zwierząt, gdzie wraz z nowymi przyjaciółmi stawi czoła siłom zagrażającym Matce Naturze. ",animation
bad times at the el royale,"Siedmioro obcych sobie ludzi, z których każdy skrywa mroczną tajemnicę, spotyka się w hotelu El Royale.",thriller
lasky jedne plavovlasky,"Podczas potańcówki na czeskiej prowincji Andula poznaje Mildę, pianistę z Pragi, i przeżywa miłość od pierwszego wejrzenia.",drama
gladiatori di roma,Pozbawiony gladiatorskich ambicji Tymon postanowi stanąć do walki z największym wymiataczem w tym fachu. A wszystko za sprawą pięknej dziewczyny. ,animation
bad samaritan,Podczas włamania do domu milionera złodziej odnajduje kobietę przetrzymywaną wbrew jej woli. ,thriller
luomo del labirinto,"Nastolatka zostaje porwana i uwięziona na piętnaście lat. Gdy budzi się w szpitalu, niczego nie pamięta. ",thriller
starlet,Młoda kobieta stara się zaprzyjaźnić z owdowiałą staruszką organizującą wyprzedaż garażową.,drama
mortdecai,"Brytyjski arystokrata, będąc jednocześnie pracownikiem galerii sztuki oraz złodziejem, ma zamiar odnaleźć i zrabować obraz, który skrywa cenne informacje. ",comedy
insidious: chapter 2,"Po dwóch latach od przerażających wydarzeń rodzinę Lambertów ponownie nawiedza duch młodej kobiety ubranej w białą suknię, która nuci dziecięcą melodię.",horror
hector and the search for happiness,Psychiatra przemierza świat w poszukiwaniu definicji szczęścia. ,drama
unstoppable,Opuszczony przez maszynistę pociąg pędzi po torach Pensylwanii. Pracownicy kolei podejmują próby zatrzymania niebezpiecznego składu. ,thriller
non ti muovere,Nad szpitalnym łóżkiem ojciec opowiada nieprzytomnej córce ponurą historię swojego życia i pozamałżeńskiego związku.,drama
monster hunter,"Porucznik Artemis wraz z grupą wyspecjalizowanych żołnierzy, przenosi się do świata niebezpiecznych i potężnych potworów. ",fantasy
"job, czyli ostatnia szara komorka",Trzech przyjaciół-nieudaczników zmaga się z trudnościami życiowymi. Ukojenie w ciężkich chwilach przynosi im oglądanie ulubionych programów TV. ,comedy
captain phillips,Rok 2009. Dowodzony przez Richarda Phillipsa kontenerowiec MV Maersk Alabama zostaje porwany przez somalijskich piratów. Kapitan podejmuje walkę o ocalenie swojej załogi. ,biography
"tango, no me dejes nunca"," Utalentowany reżyser zostaje porzucony przez żonę. Aby pokonać rozpacz, rozpoczyna pracę nad filmowym musicalem. Odwiedza lokale, gdzie tańczy się tango. Poznaje... ",drama
blues brothers 2000,Po wyjściu z więzienia Elwood zakłada nowy zespół.,comedy
cloudy with a chance of meatballs,"Młody wynalazca konstruuje maszynę, która zmienia wodę w jedzenie.",animation
kiss the girls,Alex Cross z pomocą niedoszłej ofiary stara się uwolnić swoją siostrzenicę&nbsp;z rąk psychopatycznego porywacza-mordercy. ,crime
the interpreter,Pracująca dla ONZ tłumaczka podsłuchuje rozmowę o planowanym zamachu na przywódcę jednego z państw afrykańskich. ,thriller
hulk,"Młody naukowiec, Bruce Banner przyjmuje bardzo wysoką dawkę promieniowania gamma, która powoduje, że pod wpływem stresu przemienia się w zielonego olbrzyma Hulka.",action
pengabdi setan,"Po śmierci chorej matki pewną rodzinę zaczyna nawiedzać zjawa, łudząco przypominająca zmarłą kobietę.",horror
psycho ii," Norman Bates opuszcza mury szpitala psychiatrycznego, w którym spędził ponad 20 lat. Powrót do społeczeństwa staje się jednak dla niego trudniejszy niż przypuszczał. ",thriller
una pura formalita,W deszczową noc komisarz policji przesłuchuje znanego pisarza. ,crime
the hills have eyes ii,Podczas poszukiwań zaginionych naukowców grupa kadetów nieświadomie wkracza na terytorium zdeformowanych kanibali.,horror
get smart,"Para tajnych agentów planuje unieszkodliwić członków zbrodniczej organizacji, by ocalić świat przed rządami terroru.",comedy
steve jobs,Historia życia Steve'a Jobsa skupia się na kulisach wprowadzenia trzech kluczowych produktów przez firmy Apple i NeXT.,biography
compliance,"Do kierowniczki restauracji dzwoni policjant, twierdząc, że jedna z pracownic ukradła klientce pieniądze. Prosi o asystę przy zatrzymaniu. ",drama
godzilla,"Ogromny, zmutowany gad pojawia się u wybrzeży Nowego Jorku i sieje postrach na Manhattanie. ",action
factory girl,"Młoda Edie Sedgwick rzuca studia i udaje się do Nowego Jorku. Tam poznaje artystę Andy'ego Warhola, a następnie zostaje jego muzą.",biography
whats love got to do with it,"Królowa rocka, Tina Turner, pnie się po szczeblach muzycznej kariery, tkwiąc jednocześnie w skomplikowanym związku.",biography
les visiteurs: la revolution, Z powodu pomyłki rycerz Godfryd de Montmirail i jego giermek Jacquouille przenoszą się w czasy rewolucji francuskiej.,fantasy
another day of life,"Historia trzymiesięcznej wyprawy wybitnego reportera Ryszarda Kapuścińskiego do ogarniętej wojną i chaosem Angoli, gdzie linia frontu zmienia się jak w kalejdoskopie. ",documentary
dear zachary: a letter to a son about his father," W dniu 5 listopada 2001 roku, dr Andrew Bagby został zamordowany na parkingu w zachodniej Pensylwanii. Główna podejrzana, która jest jego byłą dziewczyną dr Shirley... ",documentary
myrin," W piwnicy pewnego domu zostają znalezione zwłoki zamordowanego starszego mężczyzny. Zostaje wszczęte śledztwo, jednak inspektor Erlendur nie posiada żadnych wskazówek,... ",crime
lemony snickets a series of unfortunate events,"Po śmierci rodziców, trójka rodzeństwa dostaje się pod opiekę hrabiego Olafa - aktora teatralnego i ich kuzyna, planującego ukraść otrzymaną w spadku przez dzieci fortunę. ",family
sep,Sęp – policjant o wyjątkowych zdolnościach dedukcyjnych – dostaje zlecenie poprowadzenia dochodzenia w sprawie znikających przestępców. ,crime
rebound,Zawieszony trener drużyny uniwersyteckiej zostaje szkoleniowcem gimnazjalnego zespołu koszykówki. ,family
baraka,"Dokument zabiera widza w podróż&nbsp;przez&nbsp;świat, ukazując zarówno piękno planety, jak i kondycję&nbsp;człowieka.",documentary
black butterfly,Cierpiący na brak weny twórczej pisarz zaprasza do swojego domu mężczyznę spotkanego w barze. ,thriller
kiwi!,Mały kiwi marzy o lataniu. W spełnienie tych marzeń gotów jest włożyć wiele pracy. ,animation
subway,Fred kradnie cenne dokumenty z domu zamożnej kobiety. Schronienie znajduje w paryskim metrze.,drama
coco,Dwunastoletni meksykański chłopiec imieniem Miguel usiłuje zgłębić tajemnice rodzinnej legendy.,animation
the awakening,"Florence, która zajmuje się demaskowaniem fałszywych spirytystów, dostaje zadanie, by wyjaśnić tajemniczą śmierć dziecka w internacie dla chłopców.",horror
encounters at the end of the world,Dokument przedstawia życie ludzi zamieszkujących Antarktydę oraz piękno natury tego kontynentu.&nbsp; ,documentary
los ojos de julia,Julia stara się rozwikłać tajemnicę śmierci swojej siostry bliźniaczki. ,thriller
sound city,"Dokument opowiada o studiu muzycznym, w którym&nbsp;powstały albumy wybitnych zespołów rockowych.",documentary
high school musical 2,"Rok szkolny dobiega końca i uczniowie East High udają się na wakacje. Część z nich podejmuje sezonową pracę w hotelu, gdzie rokrocznie odbywa się konkurs talentów.",family
pacific rim: uprising,"Jake porzuca kryminalne podziemie i jedna się z siostrą, aby uratować Ziemię przed kolejną inwazją Kaiju.",action
the collector,"Zdesperowany były więzień włamuje się do domu swojego pracodawcy. Nie wie jednak, że w środku jest drugi przestępca, który czyha na jego życie.",horror
inherent vice,"Los Angeles, rok 1970. U detektywa Larry'ego ""Doc"" Sportello pojawia się dawna ukochana z historią o porwaniu jej obecnego chłopaka miliardera. ",crime
71,"Konflikt północnoirlandzki. Młody angielski rekrut zostaje zesłany na wrogie tereny, gdzie przeżywa samotną noc pełną strachu, niepewności i rozpaczy.&nbsp;",drama
super mario bros.,"Bracia Mario, dwaj włoscy hydraulicy z Brooklynu, wyruszają do równoległego świata by uratować Daisy, archeolog porwaną przez króla Koopę.",fantasy
the hole,"Czwórka nastolatków urządza imprezę w przedwojennym bunkrze. Staje się ona koszmarem, gdy okazuje się, że ktoś zamknął jedyne wyjście. ",thriller
yogi bear," Film opowiada o mieszkających w Parku Jellystone niedźwiedziach - Yogim i jego przyjacielu Boo Boo. Pewnego dnia do parku przybywa reporterka (Anna Faris), która staje... ",family
henry: portrait of a serial killer,"Młoda Becky wprowadza się do brata, u którego mieszka niejaki Henry. Kobieta nie wie, że mężczyzna jest mordercą. ",crime
der himmel uber berlin,Dwóch aniołów krąży po powojennym Berlinie. W końcu jeden z nich postanawia porzucić nieśmiertelność i stać się człowiekiem. ,fantasy
high school musical 3: senior year,"Troy, Gabriella i ich szkolni koledzy są już w trzeciej klasie liceum. Przed nimi trudne życiowe decyzje, z których najważniejsza to wybór kierunku studiów.",family
the curse of la llorona,"Pracownica socjalna bada sprawę samotnej matki, która twierdzi, że jej dzieci są prześladowane przez zjawę. Niedługo później jej własne pociechy stają się celem nawiedzeń. ",horror
trading places,"Dwaj przypadkowi ludzie, padając ofiarą intrygi znudzonych bogaczy, układają plan wyrafinowanej zemsty.",comedy
bracia,Fascynujące losy głównych bohaterów pokazują prawdziwą siłę braterstwa.,documentary
the oxford murders,"Profesor i amerykański student Oxfordu są na tropie mordercy, którego zbrodnie układają się według ciągu matematycznych symboli.",crime
the aviator,"Wizjoner Howard Hughes zakłada własne linie lotnicze, przyciągając tym samym uwagę właściciela Pan Am oraz rządu.",biography
pina,"Po śmierci choreografki, Piny Bausch, członkowie zespołu, z którym pracowała, wspominają jej największe artystyczne dokonania.",documentary
murderball,Dokument przedstawia codzienne życie i zmagania sportowe niepełnosprawnych zawodników rugby. ,documentary
the devils advocate,"Kevin Lomax - wybitny adwokat, skuszony intratną propozycją pracy, przeprowadza się do Nowego Jorku. Nie zdaje sobie jednak sprawy z tego, kim jest jego chlebodawca.",thriller
the babysitter,"Młody chłopiec szpiegując swoją opiekunkę odkrywa, że należy ona do satanistycznej sekty.",horror
the limehouse golem," Londyn, 1880 rok. W portowej dzielnicy dochodzi do serii mordów. Ofiar zdaje się nic nie łączyć, poza bestialsko okaleczonymi zwłokami. Tymczasem wodewilowa artystka... ",crime
minority report,"W 2054 roku można przewidzieć przyszłość, a winnych ukarać, zanim popełnią zbrodnię. Komisarz John Anderton zostaje oskarżony o morderstwo, do którego jeszcze nie doszło.",thriller
noi albinoi,"Noi to mieszkający w małym islandzkim miasteczku siedemnastolatek, który marzy, by uciec razem z dziewczyną pracującą na pobliskiej stacji benzynowej.",drama
becoming jane,"Biograficzny portret Jane Austen, która jako nieznana jeszcze pisarka wplątuje się w romans z młodym Irlandczykiem. ",biography
the big white,Paul z żoną znajduje zwłoki mężczyzny. Małżeństwo wpada na pomysł wyłudzenia odszkodowania.,crime
traitor,Agenci FBI prowadzą śledztwo w sprawie ataków terrorystycznych. Wszystkie ślady prowadzą do byłego agenta służb specjalnych. ,thriller
why him?,Ojciec zabiera rodzinę na Boże Narodzenie do córki i zaczyna konkurować z jej chłopakiem.&nbsp;,comedy
inland empire,"Aktorka przejmuję osobowość swojej postaci w filmie. Z czasem świat, w którym żyje, staję się przerażający i surrealistyczny.",fantasy
stuart little 2,"Stuart i kot Śnieżek wyruszają do miasta, by uratować kanarka&nbsp;Margalo ze szponów sokoła&nbsp;Falcona.",family
the cabin in the woods,"Pięcioro przyjaciół postanawia spędzić weekend w położonym na odludziu domu. Młodzi ludzie nie podejrzewają, że są obserwowani przez pracowników tajemniczej korporacji. ",horror
batman begins,"Historia milionera Bruce'a Wayne'a, który przemienia się w Batmana – postrach przestępców Gotham City.",action
kill me three times,"Do spokojnego miasteczka przybywa płatny zbójca Charlie, który odkrywa, że nie jest jedyną osobą chcącą zabić Alice. ",action
popek za zycia,"Dokument przedstawia polskiego rapera Pawła ""Popka"" Mikołajuwa, który jest bożyszczem nastolatków, jego życie prywatne, jak i również zawodowe. ",documentary
dont look now,"John i Laura Baxterowie podczas wakacji w Wenecji spotykają dwie kobiety. Jedna z nich twierdzi, że widzi ducha ich zmarłej córki. ",horror
hoffa,James Hoffa obejmuje prezesurę związku zawodowego kierowców ciężarówek. Po wielu latach pracy zostaje nagle oskarżony o sprzeniewierzenie związkowych funduszy.,biography
the unsaid,"Były psychiatra postanawia wrócić do zawodu i pomóc młodemu chłopcu, który przypomina mu zmarłego syna.&nbsp;",thriller
a film unfinished,"Dokument ukazuje&nbsp;powstanie nazistowskiego filmu propagandowego z 1942 roku, dotyczącego getta warszawskiego przed jego likwidacją.",documentary
the lady in the van,"Historia niezwykłej przyjaźni pomiędzy mężczyzną a ekscentryczną staruszką, która mieszka w samochodzie na jego podjeździe.",biography
our family wedding,Dwaj skłóceni ze sobą ojcowie zmuszeni są zorganizować wesele swoim dzieciom. ,comedy
death note,"Yagami znajduje notatnik należący do Boga Śmierci. Osoba, której imię w nim zapisze, umiera.",horror
pawn,"Kiedy uzbrojeni bandyci napadają na bar i biorą klientów za zakładników, odkrywają, że lokal jest przykrywką mafii. ",crime
friday the 13th part viii: jason takes manhattan,"Jason zostaje ożywiony przez wyładowania elektryczne, a następnie trafia na statek wycieczkowy płynący do Nowego Jorku.",horror
kvinden i buret,Po traumatycznych przeżyciach detektyw Carl Mørck zostaje przydzielony do zamykania spraw niewyjaśnionych. Jego uwagę zwraca zaginięcie pewnej kobiety. ,crime
w.,"Historia George'a W. Busha od burzliwej młodości, przez czasy nawrócenia, walki z własnymi słabościami, aż do okresu prezydentury i konieczności podejmowania decyzji kluczowych dla losów Ameryki oraz świata. ",biography
the social dilemma,Ukazanie groźnych skutków ludzkiego wpływu na&nbsp;sieci społecznościowe. Ten problem najlepiej zauważają ich twórcy — eksperci ds. technologii.,documentary
hellraiser iii: hell on earth,Reporterka Joey Summerskill wpada na trop śmiercionośnej kostki.,horror
commando,"John Matrix, były żołnierz oddziałów specjalnych, rozpoczyna prywatną wojnę przeciwko ludziom, którzy porwali jego córkę.",action
misconduct,"Młody prawnik zostaje wplątany w sieć korupcyjnej intrygi, gdy przyjmuje sprawę przeciwko potężnej firmie farmaceutycznej. ",thriller
drive angry,"Milton ucieka z piekła, by uratować wnuczkę z rąk niebezpiecznej sekty odpowiedzialnej za śmierć jego córki. ",fantasy
agent cody banks,"Rządowa agencja&nbsp;rekrutuje typowego nastolatka, Cody Banksa, do specjalnego programu szpiegowskiego z udziałem młodocianych.",family
last action hero,Miłośnik filmów akcji dzięki magicznemu biletowi przenosi się do świata swojej ulubionej produkcji. ,fantasy
the moth diaries,"Kiedy do angielskiego internatu przyjeżdża nowa wychowanka, Ernessa, pracownicy placówki zaczynają ginąć w tajemniczych okolicznościach.",horror
x-men: apocalypse,"Kiedy jeden z najniebezpieczniejszych i najpotężniejszych mutantów, Apocalypse, chce zniszczyć całą planetę, powstrzymać go mogą tylko X-Meni.",action
the miracle worker,Niedowidząca nauczycielka uczy głuchoniemą i ociemniałą Helen porozumiewać się. ,biography
corpse bride,"Victor przypadkiem oświadcza się nieżyjącej dziewczynie. Nieboszczka zabiera młodzieńca ze sobą do świata zmarłych, by go poślubić. ",animation
the son of no one,"Jonathan to młody policjant, który zostaje skierowany do pracy w Queens, gdzie dorastał. Anonimowe listy dotyczące zamkniętej sprawy sprzed lat stanowią zagrożenie dla jego dobrze zapowiadającej się kariery.",drama
les saveurs du palais,"Prawdziwa historia Hortense Laborie, mistrzyni kuchni, która zostaje osobistą kucharką prezydenta. Na szczytach władzy czeka na nią wiele pułapek.",biography
blackhat,Amerykańskie oraz chińskie siły specjalne pracują wspólnie nad sprawą piractwa komputerowego na dużą skalę. ,crime
man down,Były żołnierz i weteran misji w Afganistanie zaczyna zmagać się zespołem stresu pourazowego. ,thriller
birthday girl,"Nieśmiały Anglik postanawia związać się z Rosjanką poznaną przez Internet, nie zdając sobie sprawy ze skutków swojej decyzji.",comedy
night will fall,Dokument&nbsp;przedstawia historię wyzwolenia hitlerowskich obozów koncentracyjnych powstałych w trakcie drugiej wojny światowej.,documentary
die groe stille," Dokument Philipa Gröninga jest pierwszym filmem przedstawiającym życie w Wielkiej Kartuzji, głównym klasztorze zakonu kartuzów we Francji. Film jest bardzo oszczędny w... ",documentary
assassins,Dwóch zabójców zostaje wynajętych do tego samego zadania. Obaj starają się ubiec przeciwnika.,action
semi-pro,"Jackie Moon jest właścicielem, trenerem i czołowym zawodnikiem drużyny koszykarskiej Flint Tropics. Kiedy przed jego zespołem stanie szansa przejścia do ligi NBA postara się ją wykorzystać. ",comedy
the conjuring 2,"Lorraine i Ed Warren udają się do północnej części Londynu, aby pomóc samotnej matce wychowującej czwórkę dzieci, której dom jest nawiedzany przez złośliwe duchy.",horror
vatel,Majordomus księcia&nbsp;de Condé - Francois Vatel dostaje zadanie od arystokraty przygotowania trzydniowej uczty z okazji wizyty króla Ludwika XIV.,biography
tremors,Val i Earl postanawiają opuścić swoje rodzinne miasteczko w poszukiwaniu lepszego życia. W drodze zostają zaatakowani przez pełzające pod ziemią ogromne larwy. ,horror
green room,Członkowie kapeli są świadkami napaści. Sprawcy chcą wyeliminować wszystkie dowody świadczące o ich winie.,crime
bean," Nieudolny Jaś Fasola przybywa do Ameryki, gdzie dostaje odpowiedzialne zadanie opieki nad cennym obrazem zakupionym przez muzeum w Los Angeles.",comedy
kalifornia,"Brian i Carrie wyruszają w podróż do Kalifornii, zabierając ze sobą Earla oraz jego dziewczynę, Adele. Nie wiedzą, że ich nowy znajomy to niebezpieczny przestępca. ",thriller
bang gang (une histoire damour moderne),"Grupa przyjaciół wymyśla odważną zabawę, którą nazywa Bang Gang. Jeśli w nią nie grasz, jesteś nikim. ",drama
hideaways,"Chłopiec posiada niepożądaną moc, dlatego by nie krzywdzić innych, wybiera życie samotnika. Po kilku latach poznaje dziewczynę, która ukrywa się w lesie z powodu nieuleczalnej choroby.",fantasy
million dollar arm,Agent sportowy próbuje pozyskać utalentowanego gracza krykieta z Azji do klubu w MLB. ,biography
it must be heaven,"Głównym bohaterem filmu jest sam reżyser. Mężczyzna szuka swojego miejsca na ziemi na Bliskim Wschodzie, w Paryżu i Nowym Jorku.",comedy
im keller,"Dokument przedstawia różne zajęcia, których lokatorzy budynku podejmują się w swoich piwnicach.",documentary
hymyileva mies,Fiński bokser&nbsp;Olli Mäki&nbsp;ma szansę na pas mistrzowski w wadze piórkowej. Oprócz wyczerpujących treningów pojawia się kolejny problem - Olli zakochuje się w młodej Raiji.,biography
fair game," Film „Fair Game” to dramat oparty na biografii Valerie Plame Wilson (Naomi Watts), byłej tajnej agentki CIA. W lipcu 2003 roku mąż Valerie, ambasador Joseph Wilson, na... ",biography
the flash,W wyniku niezwykłego zdarzenia Barry Allen zyskuje zdolność przemieszczania się z niezwykłą szybkością i pod pseudonimem staje na straży Central City. ,action
payback,Zdradzony przez wspólnika złodziej planuje srogą zemstę oraz odzyskanie utraconych pieniędzy z napadu. ,thriller
offret sacrificatio,"Gdy zostaje nadany alarm zwiastujący atak atomowy, ateista zwraca się o pomoc do Boga. Gotów jest poświęcić samego siebie, by zapewnić bliskim bezpieczeństwo. ",drama
chicago,"Chicago, 1929&nbsp;rok. Roxie Hart, piosenkarka wodewilowa zamknięta za zabójstwo swojego kochanka, staje się obiektem podziwu oraz uwielbienia mediów.",crime
midsommar,Młoda para w czasie wakacji odwiedza odizolowaną od świata szwedzką wioskę. Wkrótce dowiaduje się o ekscentrycznych miejscowych tradycjach.,horror
crank: high voltage,"Chev Chelios zostaje zoperowany w wyniku czego lekarze wszczepiają mu sztuczne serce. Aby przetrwać, mężczyzna musi doładowywać się prądem. ",action
asterix et les vikings,"Do wioski Galów przybywa bratanek wodza, Trendix, z którego Asterix i Obelix chcą zrobić prawdziwego mężczyznę. Wkrótce potem w okolicy pojawiają się wikingowie. ",animation
the parent trap,"Rozdzielone przed laty bliźniaczki po przypadkowym spotkaniu wpadają na pomysł, by zamienić się miejscami.",family
